id,token,gloss_clean,file_id,video_path,absolute_video_path,source_filename,extraction_status,success,signer_id,take_id,trim_start_frames,trim_end_frames,error_message,pose_path,full_pose_path,frames,feature_dim,landmark_count
TOK_0001_T01,ابلع,ابلع,TOK_0001_T01,Tokens/ابلع.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ابلع.mp4,ابلع.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ابلع/TOK_0001_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ابلع/TOK_0001_T01.npy,32,1629,543
TOK_0002_T01,اثنين,اثنين,TOK_0002_T01,Tokens/اثنين.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اثنين.mp4,اثنين.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اثنين/TOK_0002_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اثنين/TOK_0002_T01.npy,40,1629,543
TOK_0003_T01,اذا,اذا,TOK_0003_T01,Tokens/اذا.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اذا.mp4,اذا.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اذا/TOK_0003_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اذا/TOK_0003_T01.npy,35,1629,543
TOK_0004_T01,اربعه,اربعه,TOK_0004_T01,Tokens/اربعة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اربعة.mp4,اربعة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اربعه/TOK_0004_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اربعه/TOK_0004_T01.npy,38,1629,543
TOK_0005_T01,اسبوع,اسبوع,TOK_0005_T01,Tokens/اسبوع.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اسبوع.mp4,اسبوع.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اسبوع/TOK_0005_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اسبوع/TOK_0005_T01.npy,39,1629,543
TOK_0006_T01,استخدم,استخدم,TOK_0006_T01,Tokens/استخدم.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/استخدم.mp4,استخدم.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/استخدم/TOK_0006_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/استخدم/TOK_0006_T01.npy,32,1629,543
TOK_0007_T01,اسعاف,اسعاف,TOK_0007_T01,Tokens/اسعاف.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اسعاف.mp4,اسعاف.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اسعاف/TOK_0007_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اسعاف/TOK_0007_T01.npy,53,1629,543
TOK_0008_T01,اسهال,اسهال,TOK_0008_T01,Tokens/اسهال.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اسهال.mp4,اسهال.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اسهال/TOK_0008_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اسهال/TOK_0008_T01.npy,51,1629,543
TOK_0009_T01,اشرب,اشرب,TOK_0009_T01,Tokens/اشرب.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اشرب.mp4,اشرب.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اشرب/TOK_0009_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اشرب/TOK_0009_T01.npy,38,1629,543
TOK_0010_T01,الاذن,الاذن,TOK_0010_T01,Tokens/الاذن.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الاذن.mp4,الاذن.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الاذن/TOK_0010_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الاذن/TOK_0010_T01.npy,50,1629,543
TOK_0011_T01,الانف,الانف,TOK_0011_T01,Tokens/الانف.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الانف.mp4,الانف.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الانف/TOK_0011_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الانف/TOK_0011_T01.npy,49,1629,543
TOK_0012_T01,الجلد,الجلد,TOK_0012_T01,Tokens/الجلد.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الجلد.mp4,الجلد.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الجلد/TOK_0012_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الجلد/TOK_0012_T01.npy,42,1629,543
TOK_0013_T01,الصباح,الصباح,TOK_0013_T01,Tokens/الصباح.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الصباح.mp4,الصباح.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الصباح/TOK_0013_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الصباح/TOK_0013_T01.npy,40,1629,543
TOK_0014_T01,العين,العين,TOK_0014_T01,Tokens/العين.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/العين.mp4,العين.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/العين/TOK_0014_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/العين/TOK_0014_T01.npy,48,1629,543
TOK_0015_T01,الفم,الفم,TOK_0015_T01,Tokens/الفم.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الفم.mp4,الفم.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الفم/TOK_0015_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الفم/TOK_0015_T01.npy,43,1629,543
TOK_0016_T01,الليل,الليل,TOK_0016_T01,Tokens/الليل.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/الليل.mp4,الليل.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/الليل/TOK_0016_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/الليل/TOK_0016_T01.npy,24,1629,543
TOK_0017_T01,انتبه,انتبه,TOK_0017_T01,Tokens/انتبه.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/انتبه.mp4,انتبه.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/انتبه/TOK_0017_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/انتبه/TOK_0017_T01.npy,37,1629,543
TOK_0018_T01,انتظر,انتظر,TOK_0018_T01,Tokens/انتظر.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/انتظر.mp4,انتظر.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/انتظر/TOK_0018_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/انتظر/TOK_0018_T01.npy,51,1629,543
TOK_0019_T01,اوقف,اوقف,TOK_0019_T01,Tokens/اوقف.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/اوقف.mp4,اوقف.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/اوقف/TOK_0019_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/اوقف/TOK_0019_T01.npy,59,1629,543
TOK_0020_T01,بخه,بخه,TOK_0020_T01,Tokens/بخة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/بخة.mp4,بخة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/بخه/TOK_0020_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/بخه/TOK_0020_T01.npy,50,1629,543
TOK_0021_T01,براد,براد,TOK_0021_T01,Tokens/براد.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/براد.mp4,براد.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/براد/TOK_0021_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/براد/TOK_0021_T01.npy,48,1629,543
TOK_0022_T01,بعد الاكل,بعد الاكل,TOK_0022_T01,Tokens/بعد الاكل.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/بعد الاكل.mp4,بعد الاكل.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/بعد الاكل/TOK_0022_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/بعد الاكل/TOK_0022_T01.npy,44,1629,543
TOK_0023_T01,بعيد عن الاطفال,بعيد عن الاطفال,TOK_0023_T01,Tokens/بعيد عن الاطفال.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/بعيد عن الاطفال.mp4,بعيد عن الاطفال.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/بعيد عن الاطفال/TOK_0023_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/بعيد عن الاطفال/TOK_0023_T01.npy,67,1629,543
TOK_0024_T01,ثلاث مرات,ثلاث مرات,TOK_0024_T01,Tokens/ثلاث مرات.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ثلاث مرات.mp4,ثلاث مرات.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ثلاث مرات/TOK_0024_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ثلاث مرات/TOK_0024_T01.npy,54,1629,543
TOK_0025_T01,ثلاثه,ثلاثه,TOK_0025_T01,Tokens/ثلاثة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/ثلاثة.mp4,ثلاثة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/ثلاثه/TOK_0025_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/ثلاثه/TOK_0025_T01.npy,43,1629,543
TOK_0026_T01,حبه,حبه,TOK_0026_T01,Tokens/حبة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/حبة.mp4,حبة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/حبه/TOK_0026_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/حبه/TOK_0026_T01.npy,39,1629,543
TOK_0027_T01,حراره الغرفه,حراره الغرفه,TOK_0027_T01,Tokens/حرارة الغرفة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/حرارة الغرفة.mp4,حرارة الغرفة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/حراره الغرفه/TOK_0027_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/حراره الغرفه/TOK_0027_T01.npy,64,1629,543
TOK_0028_T01,حساسيه,حساسيه,TOK_0028_T01,Tokens/حساسية.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/حساسية.mp4,حساسية.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/حساسيه/TOK_0028_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/حساسيه/TOK_0028_T01.npy,43,1629,543
TOK_0029_T01,خذ,خذ,TOK_0029_T01,Tokens/خذ.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/خذ.mp4,خذ.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/خذ/TOK_0029_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/خذ/TOK_0029_T01.npy,47,1629,543
TOK_0030_T01,خمسه,خمسه,TOK_0030_T01,Tokens/خمسة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/خمسة.mp4,خمسة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/خمسه/TOK_0030_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/خمسه/TOK_0030_T01.npy,42,1629,543
TOK_0031_T01,دوخه,دوخه,TOK_0031_T01,Tokens/دوخة.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/دوخة.mp4,دوخة.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/دوخه/TOK_0031_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/دوخه/TOK_0031_T01.npy,51,1629,543
TOK_0032_T01,رج,رج,TOK_0032_T01,Tokens/رج.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/رج.mp4,رج.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/رج/TOK_0032_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/رج/TOK_0032_T01.npy,48,1629,543
TOK_0033_T01,رخيص,رخيص,TOK_0033_T01,Tokens/رخيص.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/رخيص.mp4,رخيص.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/رخيص/TOK_0033_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/رخيص/TOK_0033_T01.npy,24,1629,543
TOK_0034_T01,شديد,شديد,TOK_0034_T01,Tokens/شديد.mp4,C:/Users/alaan/Desktop/Sign_Tokens/Tokens/شديد.mp4,شديد.mp4,success,True,S01,T01,0,0,,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose/شديد/TOK_0034_T01.npy,C:/Users/alaan/Desktop/PharmaSign_BackEnd/external_data/sign_retrieval/large_sentence_experiment/assets/cleaned_pose_full/شديد/TOK_0034_T01.npy,23,1629,543
